,X,z,z_cat,y_c,y_k,y_r,prd_c,prd,ek_n,er_n,ek,er,ec_k,ec_r,s,blk_d,clay,silt,sand,d10,d50,d90,sp13,sp23,sp33,X0.45um,X0.95um,X15.1um,X209um,X955um,X955.um,m0.2um,m0.6um,m4.3um,m79um,m275um,m1260um,hr_cs,h_3,hrel_3,h_6,hrel_6,hrel_t,tn,oc,cn,nc,d13c,d15n,d13ci,d15ni,cs_um,oc_p,nc_p,d13c_p,d15n_p,oc_r,nc_r,d13c_r,d15n_r,cs_um_p,m4.3_p,m79_p,m275_p,m1260_p,cs_um_r,m4.3_r,m79_r,m275_r,m1260_r,sv,cv,plot_e,log_slt,d13c_w,d18o_w,rci_i,climate,r0.2um,r0.6um,r79um,r275um,r1260um
570,570,569,400-580,670,,690,600-700,hst,No-Event,690 A.D.,0,7,n_evnt,evnt,0,0.676312121,35.262153,62.744442,1.993406,1.85,5.26,16.61,0.01013782,0.87210518,0.11775701,0,0.01013782,0.87210518,0.10446699,0.01329002,0,0,0,6.17738,0.121314,0.069217,0,0.67181012,0.602741911,0.380287806,0.662619222,0.256336106,0.741950953,0.21323607,2.271596895,12.42846193,0.080460479,NA,NA,-27.61543953,1.58408065,0,1.934736758,0.079895654,-27.09178555,1.840752037,0.269495028,0.139100032,NA,NA,0.050446797,5.273721995,0.242076514,0.079837407,0.141752424,-0.230505771,0.844657879,-0.05184962,0.179521655,-0.580889021,,,,0.412504691,-4.755,-8.556,0.008928571,Pre-MCA,0,0,0.636715285,0.363284715,0
571,571,570,400-580,668,,660,600-700,hst,No-Event,660 A.D.,0,6,n_evnt,evnt,1,0.782954545,29.285617,66.286036,4.428346,2.01,6.39,26.48,0.00775202,0.79166649,0.20058148,0,0.00775202,0.79166649,0.17833984,0.01902638,0.00321526,0,0,5.287872,0.417086,0.040472,0.076061,0.701110895,0.786066273,0.4959526,0.900132241,0.348218684,0.777308627,0.224125399,2.534908952,13.19526386,0.075784767,-27.65779978,1.549106512,-27.65779978,1.549106512,0,2.116045178,0.075647342,-27.08714662,1.756621295,0.494368386,-0.022243038,-0.883684053,-0.623143566,0.035449086,5.058992799,0.350770723,0.081011483,0.143351781,-0.121449823,-0.272848476,0.343683617,-0.112825074,-0.247451204,,,,-0.044260836,-4.755,-8.556,0.010309278,Pre-MCA,0,0,0.781617596,0.075844376,0.142538028
572,572,571,400-580,666,,660,600-700,hst,No-Event,660 A.D.,0,6,n_evnt,evnt,0.875,0.68819697,31.105194,65.382737,3.512069,1.95,5.95,20.06,0.00886101,0.83409846,0.15704053,0,0.00886101,0.83409846,0.12632378,0.01756781,0.01314894,0,0,5.61112,0.108728,0,0.314534,0.690582133,0.69813184,0.44047215,0.8403639,0.325097134,0.757544884,0.209001098,2.221955925,12.40319758,0.080624371,NA,NA,-27.56739485,1.633004076,0,2.031659449,0.077400489,-27.09259558,1.766132448,-0.243473377,0.446470811,NA,NA,0.04887399,5.301246029,0.230820162,0.08199862,0.137897383,-0.220589143,0.272337965,-0.381166492,-0.167468738,0.810738513,,,,0.143541615,-5.076,-8.548,0.008403361,Pre-MCA,0,0,0.256881081,0,0.743118919
573,573,572,400-580,663,,660,600-700,hst,No-Event,660 A.D.,0,6,n_evnt,evnt,0.75,0.72160303,31.813964,67.107478,1.078559,1.94,5.72,16.44,0.00897283,0.87165343,0.11937375,0,0.00897283,0.87165343,0.11238942,0.00637765,0.00060668,0,0,5.884064,0.093256,0.017363,0.018689,0.619766156,0.599808544,0.378437057,0.64116119,0.248035006,0.731021377,0.188905696,1.991460311,12.29910166,0.081306751,NA,NA,-27.47698993,1.71690164,0,1.883137388,0.079539964,-26.94429371,1.846110443,-0.053835797,0.012185546,NA,NA,0.041106104,5.373445457,0.186307966,0.094098453,0.126971508,-0.155827726,0.492177661,-0.012127206,-0.016287576,-0.546667308,,,,0.222164684,-4.964,-8.546,0.008849558,Pre-MCA,0,0,0.721192811,0.134276302,0.144530887
574,574,573,400-580,661,,660,600-700,hst,No-Event,660 A.D.,0,6,n_evnt,evnt,0.625,0.773157576,40.715546,57.661119,1.623334,1.69,4.63,13.72,0.01152569,0.90671395,0.08176035,0,0.01152569,0.90671395,0.06580784,0.01595251,0,0,0,6.490143,0.001659,0.067308,0,0.682880491,0.497670627,0.313995206,0.555887734,0.21504673,0.72563157,0.170378072,1.526777893,10.45463689,0.095651337,NA,NA,-27.386585,1.800799203,0,1.727607483,0.083137785,-26.86643212,1.936957357,-0.712168491,1.641910562,NA,NA,0.104869081,6.002257448,-0.101307103,0.067120961,0.135338652,-0.52779596,0.331833493,0.381321064,0.245248184,-0.562550285,,,,0.15881714,-4.964,-8.546,0.009433962,Pre-MCA,0,0,0.024054983,0.975945017,0
575,575,574,400-580,659,,660,600-700,hst,No-Event,660 A.D.,0,6,n_evnt,evnt,0.5,0.689963636,33.104934,60.59225167,6.302814,1.91,5.61,21.83,0.0084629,0.83474319,0.1567939,0,0.009206923,0.828536067,0.10864044,0.018004653,0.035611913,0,0,5.823273,0.144357,0.034432333,0.965171333,0.768024237,0.694913712,0.438441737,0.910700402,0.352307007,0.76944733,0.179689794,1.923559969,12.48904152,0.080070196,NA,NA,-27.29618008,1.884696767,0,1.930973234,0.078693225,-26.95680748,1.761918544,0.334382141,-0.728987308,NA,NA,0.029786674,5.390571288,0.189180363,0.101524724,0.113868362,-0.004680934,0.271702377,-0.266713414,-0.243340735,3.838045022,,,,0.314908032,-4.984,-8.721,0.007246377,Pre-MCA,0,0,0.126190528,0.030099228,0.843710244
576,576,575,400-580,657,,660,600-700,hst,No-Event,660 A.D.,0,6,n_evnt,evnt,0.375,0.780063636,26.758243,67.97614,5.265619,2.21,6.67,24.05,0.0045473,0.80760783,0.18784484,0,0.00496419,0.81667655,0.12920858,0.01839196,0.03075874,0,0,5.426009,0.043499,0,0.768097,0.701045001,0.737499738,0.465310528,0.918575368,0.35535346,0.755118195,0.182236366,1.769742666,11.32979014,0.088262888,-27.20577515,1.968594331,-27.20577515,1.968594331,0,1.905119377,0.078206698,-26.85291267,1.77777948,-0.3384349,1.322643522,-0.504571519,0.576490723,0.07185325,5.756198286,0.037914209,0.077871044,0.120869959,-0.359102805,-0.726759786,0.084822886,-0.067905394,2.567942807,,,,-0.305019267,-4.984,-8.721,0.011494253,Pre-MCA,0,0,0.053596863,0,0.946403137
577,577,576,400-580,654,,660,600-700,hst,No-Event,660 A.D.,0,6,n_evnt,evnt,0.25,0.758381818,29.685273,67.975815,2.338908,2.04,6.1,19.15,0.00569833,0.84180187,0.15249976,0,0.00569833,0.84180187,0.13450925,0.01472905,0.00326146,0,0,5.644733,0.129468,0,0.088402,0.646970464,0.665376236,0.419805665,0.757495237,0.293039159,0.74518915,0.193191674,1.991628479,12.02726032,0.083144455,NA,NA,-27.34156905,1.884355423,0,1.954452648,0.078393185,-26.98222156,1.818183943,0.334899725,-0.069609666,NA,NA,0.052536837,5.507262567,0.149979869,0.084798478,0.122224086,-0.184529162,0.399390599,-0.055077354,-0.058615547,-0.387941626,,,,0.033221074,-4.984,-8.721,0.006410256,Pre-MCA,0,0,0.594244274,0,0.405755726
578,578,577,400-580,652,,660,600-700,hst,No-Event,660 A.D.,0,6,n_evnt,evnt,0.125,0.770427273,33.376314,63.968263,2.655426,1.88,5.58,18.11,0.01007101,0.85394685,0.13598217,0,0.01007101,0.85394685,0.11783812,0.01734267,0.00080138,0,0,5.84921,0.145077,0.090198,0.020088,0.681222549,0.652747215,0.41183764,0.734554915,0.284164631,0.751215399,0.188242718,1.995049556,12.36466326,0.080875636,-27.47736294,1.800116515,-27.47736294,1.800116515,0,1.92052304,0.079313879,-26.99183016,1.841259876,0.128037806,-0.129638364,-0.625498867,-0.19480128,0.039459132,5.38478648,0.189141442,0.095360397,0.121556357,-0.140824435,0.540805485,-0.065897244,0.251592077,-0.439138664,,,,0.550058563,-5.158,-8.706,0.006369427,Pre-MCA,0,0,0.568120675,0.353214835,0.078664489
579,579,578,400-580,650,,660,600-700,hst,No-Event,660 A.D.,0,6,n_evnt,evnt,0,0.788093939,32.931037,65.10368,1.965284,1.91,5.6,17.22,0.00801993,0.86412901,0.12785107,0,0.00801993,0.86412901,0.11171203,0.01381183,0.00232721,0,0,5.908873,0.091403,0,0.048589,0.657581762,0.617285635,0.389463874,0.696827037,0.269569496,0.740542289,0.187718049,1.753095576,10.89547958,0.091781183,-27.3858278,1.967794911,-27.3858278,1.967794911,0,1.871625664,0.08011291,-26.92119784,1.866686125,-0.438978015,1.537328078,-0.354285425,0.37012137,0.094392854,5.892384949,-0.020204886,0.066588104,0.126212459,-0.471237318,-0.277320428,0.321737679,-0.224466451,-0.308210673,,,,0.114734987,-5.158,-8.706,0.007352941,Pre-MCA,0,0,0.652915881,0,0.347084119
580,580,579,400-580,648,,,600-700,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.810578788,31.806586,65.402972,2.790441,1.99,5.69,17.04,0.00507543,0.86964503,0.12527953,0,0.00507543,0.86964503,0.10143138,0.01780296,0.00604519,0,0,6.011006,0.090145,0,0.168704,0.675320258,0.589355815,0.371842119,0.69680813,0.269562181,0.737522731,0.153512276,1.439997052,10.94372779,0.091376542,-26.84755471,1.492331516,-26.84755471,1.492331516,0,1.862359568,0.080826933,-27.11834082,1.828130984,-0.887897764,0.632607015,1.107301045,-1.189502258,0.065663123,5.744158937,-0.026305284,0.085931255,0.144575094,-0.223485048,0.351062061,0.081588369,-0.098675025,0.135851907,,,,-0.078765111,-5.003,-8.793,0.014925373,Pre-MCA,0,0,0.348253229,0,0.651746771
581,581,580,400-580,646,,,600-700,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.824390909,33.023163,66.09061733,0.886219665,1.93,5.54,16.26,0.00777821,0.87616494,0.11605685,0,0.00811355,0.87566463,0.112356933,0.003864887,0,0,0,6.05036,0.091286333,0.018048333,0,0.620306254,0.582203746,0.367329666,0.609419645,0.2357557,0.729631057,0.150767636,1.277636599,9.886578258,0.101147229,-26.86578746,2.185337145,-26.86578746,2.185337145,0,1.787947984,0.080858184,-27.05862678,1.851386264,-0.581244121,2.094667372,0.063573142,1.445995324,0.123941902,6.380345579,-0.235745432,0.055822168,0.119553489,-0.597168715,-0.619465931,0.546767134,0.137212178,-0.540878405,,,,-0.113599265,-5.003,-8.793,0.012987013,Pre-MCA,0,0,0.834925796,0.165074204,0
582,582,581,580+,643,,,600-700,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.841093939,27.967682,68.891171,3.141148,2.12,6.32,19.79,0.00641698,0.83445537,0.15912766,0,0.00641698,0.83445537,0.13710791,0.0079173,0.01410245,0,0,5.586611,0.140605,0.022643,0.337154,0.656975657,0.686576934,0.433181816,0.799616471,0.309333876,0.750148998,0.145260587,1.263337668,10.14655096,0.098555657,-27.02454074,1.507060305,-27.02454074,1.507060305,0,1.925077437,0.079745188,-27.06740762,1.789550926,-0.819544456,1.166075481,-0.145700104,-1.278965958,0.102509042,6.040857502,-0.163081049,0.070859714,0.150770168,-0.385385287,-0.402790497,0.154761984,-0.054058306,0.873286856,,,,0.192264468,-4.914,-8.657,0.007874016,Pre-MCA,0,0,0.280984089,0.045249619,0.673766292
583,583,582,580+,641,,630_3,600-700,hst,No-Event,630 A.D.,0,5,n_evnt,evnt,1,0.879318182,33.344613,66.4212,0.234188,2.27,6.25,17.85,0.00259473,0.90558862,0.09181666,0,0.00259473,0.90558862,0.09181666,0,0,0,0,6.584002,0.0712,0,0,0.59362565,0.468171462,0.295383305,0.468171472,0.181113448,0.706467912,0.137035331,1.168848142,9.951128361,0.100491117,-26.62839961,1.347244947,-26.62839961,1.347244947,0,1.581365609,0.084944721,-26.62537696,2.009000362,0.09417162,0.812944423,-0.05776358,-1.805474305,0.103803622,6.077633756,-0.194417893,0.066057226,0.162982919,-0.426092515,0.9794654,0.106902659,-0.085322854,-0.793666178,,,1,0.125336455,-4.897,-8.641,0.014492754,Pre-MCA,0,0,1,0,0
584,584,583,580+,639,,630_3,600-700,hst,No-Event,630 A.D.,0,5,n_evnt,evnt,0.975,0.810578788,33.430543,66.263267,0.306187,1.94,5.59,16.15,0.00478916,0.88720025,0.10801056,0,0.00478916,0.88720025,0.10801056,0,0,0,0,6.226766,0.0787,0,0,0.59777146,0.536892226,0.33874128,0.536892199,0.207698254,0.717817632,0.151064581,1.259801027,9.729400885,0.102781252,-26.72999357,2.230704243,-26.72999357,2.230704243,0,1.711029307,0.082424873,-26.74999873,1.935796152,-0.445177915,1.735235463,0.044086127,1.685305754,0.13202734,6.465107009,-0.26489584,0.048945092,0.120603854,-0.583362867,-0.649796305,0.343434929,0.033451286,-0.476912368,,,1,-0.243029798,-4.897,-8.641,0.010638298,Pre-MCA,0,0,1,0,0
585,585,584,580+,637,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.95,0.964921212,33.071635,65.719194,1.209168,2.62,7.88,23.2,0.00474974,0.88553424,0.10971599,0,0.00474974,0.88553424,0.10064278,0.00447612,0.00459709,0,0,6.367182,0.089388,0,0.114059,0.632797263,0.541754691,0.341809154,0.595987187,0.230559316,0.724953676,0.123475357,1.012569866,9.567346379,0.10452219,-25.85890086,1.964497303,-25.85890086,1.964497303,0,1.603097491,0.084504968,-26.59557341,2.002632705,-0.73868731,1.332023358,1.465208312,-0.451998782,0.250327806,5.909478155,0.018812349,0.140597034,0.087960044,-1.207038197,0.774189616,-0.39553752,-0.352691202,0.160385829,,,1,-0.04735117,-4.833,-8.672,0.013888889,Pre-MCA,0,0,0.439367501,0,0.560632499
586,586,585,580+,634,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.925,0.9805,23.603443,73.41344,2.98312,2.5,9.92,48.67,0.0022383,0.74856818,0.24919355,0,0.0022383,0.74856818,0.24919355,0,0,0,0,4.904989,0.631281,0,0,0.612088797,0.832000862,0.524934099,0.832000881,0.321861876,0.760918695,0.118612061,1.184537584,11.65109602,0.085828835,-25.88318198,1.201338412,-25.88318198,1.201338412,0,1.957646653,0.076074112,-26.69482117,1.822053578,-0.967452409,-0.096474433,0.75321327,-1.947139927,0.137768593,4.893356802,0.371618509,0.206815482,0.09891826,-0.387422027,-0.279566479,0.469423027,-0.300160479,-0.449771933,,,1,0.031093667,-4.833,-8.672,0.016949153,Pre-MCA,0,0,1,0,0
587,587,586,580+,632,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.9,0.992706061,17.996807,77.527684,4.475508,2.57,10.58,42.35,0.00666313,0.63276938,0.36056748,0,0.00666313,0.63276938,0.35287161,0.00216631,0.00552956,0,0,3.667472,0.901831,0,0.130462,0.587113374,0.99658888,0.628777576,1.056883725,0.408858436,0.781099148,0.08490318,0.75162376,10.32816894,0.096822584,-25.71707168,1.439278203,-25.71707168,1.439278203,0,2.192184609,0.069712537,-26.7169793,1.671571108,-2.378908951,3.119463725,1.043499562,-0.050592784,0.183360784,5.442083953,0.13277299,0.19000165,0.093512727,-0.820145411,-2.41292425,1.308669157,-0.028275315,0.200715837,,,1,0.962019544,-4.636,-8.715,0.014285714,Pre-MCA,0,0,0.873619215,0,0.126380785
588,588,587,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.875,1.021133333,19.614467,71.705512,8.680021,2.5,14.3,71.09,0.01194863,0.54913241,0.43891896,0,0.01194863,0.54913241,0.43891896,0,0,0,0.12141,3.279785,1.985607,0,0,0.701018353,1.072615574,0.67674508,1.072615574,0.414944346,0.802753377,0.090256205,0.88307366,11.41475657,0.087605898,-25.77038335,1.868666801,-25.77038335,1.868666801,0.12141,2.371233835,0.06655819,-26.6572273,1.644034259,-1.327215565,0.979278324,0.588066038,0.979825894,0.13843951,5.21495853,0.270541603,0.217510631,0.055099671,0.189638764,-1.477984999,2.612083237,-0.181393682,-0.258754454,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.057621747,0.942378253,0,0
589,589,588,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.85,1.033660606,15.333367,65.061354,19.605278,2.8,14.33,77.49,0.00908981,0.44915058,0.5417596,0,0.00908981,0.44915058,0.53874688,0.00301272,0,0,0.082241,2.6773,3.437414,0.07253,0,0.807040019,1.059354634,0.668378358,1.086255565,0.420221015,0.818867799,0.087264277,0.910904157,12.1781966,0.082113964,-25.89712433,1.740359852,-25.89712433,1.740359852,0.082241,2.647288517,0.059398442,-26.60265601,1.511969694,-1.887883243,1.663151794,0.357748121,0.480961078,0.106389115,4.948076285,0.365379758,0.239469601,0.051315116,-0.109747343,-1.829279305,4.13450983,0.089252279,-0.208145418,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.022894422,0.956914524,0.020191054,0
590,590,589,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.825,0.922681818,21.564842,75.337003,3.098156,2.36,8.97,38.39,0.00629571,0.71322817,0.28047613,0,0.00629571,0.71322817,0.28047613,0,0,0,0,4.506897,0.727766,0,0,0.593314099,0.908182495,0.572999358,0.908182501,0.35133295,0.767505727,0.105561761,1.114725116,12.31992173,0.081169347,-26.15664155,1.946310492,-26.15664155,1.946310492,0,2.101546973,0.073208315,-26.80959078,1.744668415,0.495345276,-0.549771898,0.469916894,0.391015151,0.115755213,4.963045756,0.394176526,0.231154577,0.043346819,-0.615661957,0.846926581,-4.204462406,-0.304261787,-0.174073899,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,1,0,0
591,591,590,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.8,0.855709091,21.159173,74.812737,4.028087,2.35,9.85,47.49,0.00983159,0.64116742,0.34900096,0,0.00983159,0.64116742,0.34900096,0,0,0,0.055906,3.89467,1.050996,0,0,0.614495946,1.006721165,0.635170337,1.006721152,0.389452904,0.782457658,0.136934929,1.869746137,15.92997864,0.062774723,-26.68070541,1.510726387,-26.68070541,1.510726387,0.055906,2.297614606,0.069356784,-26.91000836,1.651860206,0.626733798,-1.520110766,-0.323199304,-0.677888015,0.043266702,4.024379907,0.798040427,0.259739966,0.053909266,0.251725891,0.118513243,0.03024173,-0.203019411,-0.224001118,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.05050673,0.94949327,0,0
592,592,591,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.775,0.937778788,20.281006,71.507371,8.211622,2.39,10.12,51.67,0.00904927,0.61196643,0.37898429,0,0.00904927,0.61196643,0.33797777,0.00777162,0.0332349,0,0.052933,3.730214,1.044181,0,0.914119,0.699658871,1.025487999,0.647010891,1.241606661,0.480319022,0.808873684,0.139471299,1.899061845,15.88550594,0.062950466,-26.77425232,1.391013206,-26.77425232,1.391013206,0.052933,2.220422842,0.069705685,-26.71486938,1.620931027,-0.080963205,-0.470756042,-0.396353272,-0.579222135,0.045672397,3.986116297,0.80472409,0.2582761,0.061388184,0.021280019,-0.26317043,0.129946711,-0.106615608,3.814527465,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.026318681,0.519174556,0,0.454506763
593,593,592,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.75,0.901642424,21.03977,74.202135,4.758093,2.35,9.8,46.48,0.00975234,0.63216475,0.35808289,0,0.00975234,0.63216475,0.35808289,0,0,0,0.055334,3.86355,1.2219,0,0,0.631942896,1.013951533,0.639732191,1.013951525,0.392249994,0.786119711,0.153625598,2.143598947,16.27896306,0.061428974,-26.83460516,1.769238908,-26.83460516,1.769238908,0.055334,2.296354741,0.069184938,-26.85570043,1.660010529,0.169255751,-0.599711649,0.114201694,0.607227561,0.053160775,4.039733707,0.840245916,0.246970654,0.045396655,0.000950243,-0.073689274,0.471102877,-0.070377412,-0.514837013,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.043323306,0.956676694,0,0
594,594,593,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.725,0.905015152,20.194929,72.752745,7.052327,2.38,10.09,48.62,0.00944284,0.60628498,0.38427219,0,0.00944284,0.60628498,0.37170212,0.00574184,0.00682823,0,0.054465,3.721056,1.442338,0,0.163792,0.674951162,1.031432983,0.650761758,1.123791655,0.434741956,0.802614362,0.154354766,2.099866023,15.87151312,0.063005965,-26.69872555,1.410128949,-26.69872555,1.410128949,0.054465,2.39586522,0.067618428,-26.91383758,1.615240006,-0.49954523,-0.08058187,0.409468063,-0.779642936,0.0556789,3.984404784,0.829677591,0.24328465,0.068100241,-0.010237706,-0.243276631,0.760669626,-0.093073967,0.442492814,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.032798485,0.86856699,0,0.098634526
595,595,594,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.7,0.903890909,19.967053,73.04176,6.991185,2.46,10.85,54.06,0.00911403,0.60012198,0.39076397,0,0.00911403,0.60012198,0.39076397,0,0,0,0.051045,3.69325,1.703071,0,0,0.670974608,1.033596983,0.65212709,1.033596975,0.399849891,0.793725218,0.155878008,2.100424268,15.72059469,0.063610825,-26.84164633,1.344147194,-26.84164633,1.344147194,0.051045,2.404103568,0.066914573,-26.86377142,1.618328707,-0.267256241,-0.127340396,-0.214470952,-0.649578968,0.060271911,3.982296782,0.822775376,0.24242285,0.072071505,-0.050182706,-0.221866003,0.989301406,-0.10170396,-0.355830239,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.029100128,0.970899872,0,0
596,596,595,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.675,0.892809091,18.602144,71.125958,10.2719,2.59,13.14,71.51,0.00884987,0.55844112,0.43270903,0,0.00884987,0.55844112,0.43270903,0,0,0,0.049153,3.432767,2.335704,0,0,0.718152027,1.052682026,0.664168411,1.052682033,0.407233,0.801817465,0.157659975,2.03611889,15.0670583,0.066369956,-26.89898153,1.551296964,-26.89898153,1.551296964,0.049153,2.551068109,0.063722798,-26.87649582,1.557228824,-0.802268396,0.618886287,-0.072118607,0.287560218,0.076443211,4.165803767,0.760251038,0.235694909,0.063349695,-0.139640126,-0.807095796,2.119125965,-0.080108565,-0.255474733,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.02061046,0.97938954,0,0
597,597,596,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.65,0.933281818,15.211848,60.946653,23.8415,2.79,17.25,99.32,0.00781816,0.45938849,0.53279336,0,0.00781816,0.45938849,0.49659694,0.0108753,0.02532112,0,0.047861,2.780575,3.55767,0.000433,0.558057,0.84658587,1.054214774,0.665135467,1.276968994,0.49399904,0.840940381,0.126408091,1.812433333,16.72761239,0.059781395,-26.93619911,1.467058056,-26.93619911,1.467058056,0.047861,2.817497606,0.057516097,-26.81466592,1.413990306,-1.702776605,0.125378791,-0.21860651,0.176748082,0.024300124,3.888041173,0.83756037,0.278544603,0.046519271,0.175500896,-1.028135915,3.569180439,-0.255018217,2.29964167,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.011493938,0.854383299,0.000103986,0.134018777
598,598,597,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.625,1.021936364,10.662857,46.894361,42.442785,3.46,41.38,141.4,0.00621343,0.30719477,0.68659183,0,0.00621343,0.30719477,0.65854091,0.02805092,0,0,0.051579,1.829151,5.251675,0.851421,0,0.871587106,0.941089476,0.593761351,1.110128456,0.42945631,0.814584013,0.143158833,2.228731106,18.1629469,0.055057145,-26.97426062,2.125470409,-26.97426062,2.125470409,0.051579,2.878375992,0.050365409,-26.50233324,1.31444674,0.083041442,0.497247295,-0.807642277,2.540501324,0.023462817,3.901127722,0.9309178,0.267251438,0.014603883,0.12196368,-2.09389241,5.318606727,2.999961328,-0.252641985,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.008380459,0.853282261,0.13833728,0
599,599,598,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.6,1.055663636,10.353912,45.626187,44.019902,3.95,54.59,169.61,0.00607531,0.29515691,0.69876779,0,0.00607531,0.29515691,0.66053119,0.03553529,0.00270131,0,0.051766,1.75524,5.34523,0.877511,0.088725,0.86839167,0.925682543,0.584040659,1.153672245,0.446301347,0.821124801,0.108093647,1.282025767,13.8370457,0.072269762,-26.56502913,1.885954264,-26.56502913,1.885954264,0.051766,2.880207143,0.050087683,-26.46584041,1.309089333,-3.005551984,2.795342217,0.368124655,0.942368888,0.073625653,4.569215958,0.554728282,0.259866835,0.031908177,-0.167186796,-2.477293386,3.792612972,0.372809492,0.258198775,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.008135174,0.840018091,0.137903348,0.013943386
600,600,599,580+,630,630,630_3,600-700,hst,630 A.D.,630 A.D.,3,5,evnt,evnt,0.575,1.188966667,4.229342,21.463169,74.307491,12.48,129.91,311.62,0.00249786,0.11799171,0.87951045,0,0.00249786,0.11799171,0.62903455,0.2504759,0,0,0,0.691021,3.711199,5.463006,0,0.623262407,0.548300707,0.34593923,1.30634715,0.505364062,0.775073424,0.115449394,1.412610315,14.27504557,0.070052316,-26.65455251,1.506629358,-26.65455251,1.506629358,0,1.747362267,0.053563483,-25.95608342,1.196558948,1.945008307,0.697463738,-1.29256048,0.348949468,0.064044174,4.340384245,0.625441582,0.261767208,0.052746608,-0.327383733,-3.130853752,-0.793890516,16.84986045,-0.255571281,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.404525406,0.595474594,0
601,601,600,580+,630,630,630_2,600-700,hst,630 A.D.,630 A.D.,3,4,evnt,evnt,0.55,1.157809091,2.9497,17.971226,79.079075,15.09,148.23,381.42,0.00117855,0.08396231,0.91485915,0,0.00117855,0.08396231,0.57618248,0.33867667,0,0,0,0.487868,3.154019,6.400383,0,0.544327976,0.429004938,0.27067198,1.298873169,0.502472732,0.766334696,0.057744464,1.064226485,21.50158611,0.046508197,-26.31758247,0.710107013,-26.31758247,0.710107013,0,1.482085677,0.054745066,-25.86473491,1.171411846,-0.495472302,-2.384194918,-0.073886149,-1.825475623,-0.108915994,3.160456212,0.989868424,0.380252364,0.039676973,0.714501804,-1.267838804,-0.114966372,5.203817509,-0.157217528,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.330111607,0.669888393,0
602,602,601,580+,630,630,630_2,600-700,hst,630 A.D.,630 A.D.,3,4,evnt,evnt,0.525,0.916739394,11.537171,37.269629,51.193201,3.4,64.6,396.85,0.00562959,0.31127365,0.68309677,0,0.00562959,0.31127365,0.41540954,0.26768723,0,0,0.05583,2.032476,2.473934,3.667767,0,0.87362513,0.94176653,0.594188525,1.601636421,0.619597546,0.866619064,0.103336877,1.377477393,15.55163076,0.064301938,-26.33267068,1.434381754,-26.33267068,1.434381754,0.05583,2.33804533,0.057335726,-27.04941615,1.243459997,-1.75820797,1.594888597,1.994689366,1.12783097,0.023016513,4.096900078,0.716302808,0.284473298,0.04610706,0.015456828,-1.073759845,0.458065936,-6.946403308,-0.190626641,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.009008426,0.399180577,0.591810997,0
